name,ik,standortnummer,anzahl_standorte,strasse,hausnummer,plz,ort,telefon,email,betten,vollstationaere_fallzahl,teilstationaere_fallzahl,ambulante_fallzahl,staeb_fallzahl,traeger_name,traeger_art,lehrkrankenhaus,universitaet,notfallstufe,notdienst,notdienstpraxis,hat_bg_zulassung,hat_darzt,hat_dialyse,hat_onkologie,hat_radiologie,hat_intensivmedizin,hat_notaufnahme,hat_psychiatrie,hat_geriatrie,anzahl_fachabteilungen,fachabteilungen,fachabteilung_schluessel,apparative_ausstattung,url_zugang,url_internetseite,url_weitere_infos
Bürgerhospital und Clementine Kinderhospital gGmbH,260610122,771983000,2,Nibelungenallee,37-41,60318,Frankfurt am Main,+4969-1500440,c.panol@bhf.de,82,3082,84,23172,0,Bürgerhospital und Clementine Kinderhospital gGmbH,freigemeinnützig,Ja,Johann Wolfgang Goethe-Universität Frankfurt am Main,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,2,Pädiatrie; Pädiatrie/Schwerpunkt Kinderneurologie,,AA10; AA14; AA47; AA33,http://www.clementine-kinderhospital.de,http://www.clementine-kinderhospital.de,
Bürgerhospital und Clementine Kinderhospital gGmbH,260610122,771984000,2,Nibelungenallee,37-41,60318,Frankfurt am Main,+4969-15000,c.panol@bhf.de,336,24902,122,48719,0,Bürgerhospital und Clementine Kinderhospital gGmbH,freigemeinnützig,Ja,Johann Wolfgang Goethe-Universität Frankfurt am Main,,nein,ja,Ja,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,11,Innere Medizin; Innere Medizin/Schwerpunkt Diabetes; Chirurgische Klinik; Allgemeine Chirurgie/Schwerpunkt Kinderchirurgie; Frauenheilkunde und Geburtshilfe; Augenheilkunde; Neonatologie und pädiatrische Intensivmedizin; Pädiatrie; Abhängigkeitserkrankungen und Konsiliarpsychatrie; Diagnostische und Interventionelle Radiologie; Anästhesie und Kinderanästhesie,,AA01; AA08; AA10; AA14; AA22; AA33; AA38; AA47; AA50; AA68; AA15; AA18; AA72; AA69; AA57,https://www.buergerhospital-ffm.de,https://www.buergerhospital-ffm.de,
Hospital zum Heiligen Geist,260610133,,1,Lange Straße,4 - 6,60311,Frankfurt am Main,+4969-2196-0,info@sthhg.de,226,10226,298,17157,0,Stiftung Hospital zum Heiligen Geist GmbH,freigemeinnützig,Ja,"Goethe-Universität, Frankfurt am Main",,nein,nein,Nein,Ja,Nein,Nein,Ja,Ja,Nein,Ja,Nein,7,"Medizinische Klinik; Klinik für Allgemein- und Viszeralchirurgie; Klinik für Orthopädie, Unfall- und Wirbelsäulenchirurgie; Klinik für Gynäkologie und Geburtshilfe; Psychosomatische Klinik; Klinik für Anästhesiologie, operative Intensivmedizin und Schmerztherapie; Radiologisches Zentralinstitut (RZI)",,AA01; AA08; AA69; AA47; AA23; AA33; AA38; AA14; AA57,http://www.hospital-zum-heiligen-geist.de/,http://www.hospital-zum-heiligen-geist.de/,https://www.stiftung-hospital-zum-heiligen-geist.de/
BG Unfallklinik Frankfurt am Main gGmbH,260610155,,1,Friedberger Landstraße,430,60389,Frankfurt.de,+4969-475-0,info@bgu-frankfurt.de,255,10040,0,49197,0,BG Unfallklinik Frankfurt am Main gGmbH,öffentlich,Ja,Goethe-Universität Frankfurt am Main,,nein,nein,Ja,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Nein,8,"Klinik für Unfallchirurgie und Orthopädie; Zentrum für Wirbelsäulen- und Neurochirurgie; Zentrum für Rückenmarkverletzte; Sektion Septische Chirurgie; Klinik für Plastische, Hand- und Rekonstruktive Mikrochirurgie; Abteilung Fußtraumatologie und -orthopädie; Sektion Sporttraumatologie und -orthopädie; Klinik für Anästhesiologie, Intensivmedizin und Schmerzmedizin",,AA43; AA18; AA57; AA15; AA22; AA08; AA10; AA14; AA33; AA01,https://www.bg-kliniken.de/unfallklinik-frankfurt,https://www.bg-kliniken.de/unfallklinik-frankfurt,
DGD Krankenhaus Sachsenhausen gGmbH,260610177,,1,Schulstr.,31,60594,Frankfurt,+4969-6605-0,kh-direktion@khs-ffm.de,177,8545,0,13432,0,"Deutscher Gemeinschafts-Diakonieverband GmbH,  Marburg",freigemeinnützig,Ja,Kooperation mit der Carl-Remigius Hochschule Frankfurt für Physician Assistants,,nein,nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,5,Diabetologie und Endokrinologie; Innere Medizin; Allgemeine Chirurgie; Frauenheilkunde und Geburtshilfe; Anästhesie,,AA38; AA23; AA22; AA32; AA72; AA08; AA01; AA33; AA69; AA47,https://www.krankenhaus-sachsenhausen.de,https://www.krankenhaus-sachsenhausen.de,https://www.dgd-kliniken.de
Frankfurter Rotkreuz-Kliniken e.V. - Klinik Rotes Kreuz,260610199,771561000,2,Königswarterstrasse,8 - 16,60316,Frankfurt,+4969-40710,info@rotkreuzkliniken.de,240,10871,85,0,0,Frankfurter Rotkreuz-Kliniken e.V.,freigemeinnützig,Ja,Europäische Universität Zypern in Frankfurt,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,5,Innere Medizin; Frauenheilkunde; Allgemeine Chirurgie; Chirurgie/Schwerpunkt Orthopädie; Gefäßchirurgie,,AA01; AA08; AA14; AA21; AA18; AA69; AA33; AA10; AA22; AA43; AA57; AA15; AA72,http://www.rotkreuzkliniken.de,http://www.rotkreuzkliniken.de/index.html,http://www.rotkreuzkliniken.de/index.html
Frankfurter Rotkreuz-Kliniken e.V. - Klinik Maingau vom Roten Kreuz,260610199,773852000,2,Scheffelstraße,2 - 14,60318,Frankfurt,+4969-40710,info@rotkreuzkliniken.de,98,3629,158,0,0,Frankfurter Rotkreuz-Kliniken e.V.,freigemeinnützig,Ja,Europäische Universität Zypern in Frankfurt,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,6,"Innere Medizin; Frauenheilkunde; Allgemeine Chirurgie; Chirurgie/Schwerpunkt Orthopädie; Urologie; Hals-, Nasen-, Ohrenheilkunde",,AA01; AA08; AA21; AA14; AA69; AA18; AA33; AA22; AA10; AA57; AA43; AA15; AA72,http://www.rotkreuzkliniken.de,http://www.rotkreuzkliniken.de/index.html,http://www.rotkreuzkliniken.de/index.html
"Universitätsklinikum Gießen und Marburg, Standort Gießen",260610279,,1,Rudolf-Buchheim-Straße,8,35392,Gießen,+49641-985-60,kgf.gi@uk-gm.de,1279,44331,2272,302555,0,Universitätsklinikum Gießen und Marburg GmbH,privat,Nein,,,nein,ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,45,"Klinik für Allgemein-, Viszeral-, Thorax-, Transplantations- und Kinderchirurgie; Klinik für Anästhesiologie und Operative Intensivmedizin, Schmerztherapie; Klinik und Poliklinik für Augenheilkunde; Klinik für Dermatologie, Venerologie und Allergologie; Klinik für Frauenheilkunde und Geburtshilfe; Hals-, Nasen-, Ohrenklinik; Klinik für Herz-, Kinderherz- und Gefäßchirurgie; Klinik für Allgemeine Pädiatrie und Neonatologie; Klinik für Neuropädiatrie und Sozialpädiatrie; Klinik für Kinderkardiologie; Pädiatriatrische Hämatologie und Onkologie; Kinderchirurgie; Medizinische Klinik und Poliklinik I - Kardiologie-Angiologie; Medizinische Klinik und Poliklinik II - Pneumologie, Nephrologie und Internistische Intensivmedizin; Medizinische Klinik und Poliklinik III - Endokrinologie, Diabetologie, Stoffwechsel und Ernährungsmedizin; Medizinische Klinik und Poliklinik IV - Internistische Onkologie, Hämatologie und Palliativmedizin; Medizinische Klinik und Poliklinik V - Klinik für Infektiologie und Institut für Krankenhaushygiene; Klinik für Mund-, Kiefer- und Gesichtschirurgie; Neurochirurgische Klinik; Neurologische Klinik; Klinik und Poliklinik für Orthopädie und Orthopädische Chirurgie; Klinik für Psychiatrie und Psychotherapie; Klinik für Psychosomatik und Psychotherapie; Klinik und Poliklinik für Unfall-, Hand- und Wiederherstellungschirurgie -operative Notaufnahme; Klinik und Poliklinik für Urologie, Kinderurologie und Andrologie; Zentrale Interdisziplinäre Viszeralmedizinische Endoskopie (ZIVE); Abteilung Nuklearmedizin; Klinik für Strahlentherapie; Klinik für Diagnostische und Interventionelle Radiologie (3790); Abteilung Kinderradiologie; Abteilung Neuroradiologie; Zentrum für Transfusionsmedizin und Hämotherapie; Institut und Poliklinik für Arbeits- und Sozialmedizin; Institut für Pathologie; Institut für Medizinische Virologie; Institut für Humangenetik; Institut für Medizinische Mikrobiologie; Institut für Laboratoriumsmedizin und Pathobiochemie, Molekulare Diagnostik; Institut für Neuropathologie; Institut für Rechtsmedizin; Poliklinik für Kieferorthopädie; Poliklinik für Kinderzahnheilkunde; Poliklinik für Parodontologie; Poliklinik für Zahnärztliche Prothethik; Poliklinik für Zahnerhaltungskunde und Endodontologie",,AA01; AA08; AA10; AA14; AA15; AA18; AA21; AA22; AA23; AA26; AA30; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA70; AA71; AA72,http://www.ukgm.de,http://www.ukgm.de,
Lahn-Dill-Kliniken GmbH,260610280,,2,Forsthausstraße,1,35578,Wetzlar,+496441-79-1,info@lahn-dill-kliniken.de,574,22828,106,56010,0,Lahn-Dill-Kreis,öffentlich,Ja,Justus-Liebig-Universität Gießen,,nein,ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Nein,Nein,14,"Medizinische Klinik I, Schwerpunkt Kardiologie und Nephrologie; Medizinische Klinik II, Schwerpunkt Gastroenterologie; Klinik für Hämatologie/Onkologie und Palliativmedizin; Klinik für Radioonkologie; Klinik für Neurologie inkl. Stroke Unit; Klinik für Allgemeine, Viszerale und Onkologische Chirurgie; Klinik für Gefäßchirurgie; Klinik für Unfallchirurgie und Orthopädie; Klinik für Urologie, Kinderurologie und Urologische Onkologie; Klinik für Frauenheilkunde und Geburtshilfe; Klinik für Plastische, Ästhetische und Handchirurgie; Angiologie; Klinik für Anästhesiologie und operative Intensivmedizin; Institut für Diagnostische und Interventionelle Radiologie",,AA10; AA08; AA14; AA01; AA21; AA22; AA38; AA32; AA43; AA15; AA18; AA47; AA50; AA23; AA56; AA57; AA33; AA69; AA71; AA72; AA30; AA70,http://www.lahn-dill-kliniken.de,http://www.lahn-dill-kliniken.de,
Krankenhaus Falkeneck,260610280,,2,Hecksbergstraße,23-27,35619,Braunfels,+496442-302-0,info@lahn-dill-kliniken.de,78,1415,87,0,0,Lahn-Dill-Kreis,öffentlich,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,4,Geriatrie; Geriatrie/Tagesklinik (für teilstationäre Pflegesätze); Konservative Wirbelsäulentherapie; Multimodale Schmerztherapie,,,https://www.lahn-dill-kliniken.de/medizinische-abteilungen/klinik-falkeneck-braunfels,http://www.lahn-dill-kliniken.de,
"Vitos Klinikum Gießen-Marburg, Standort Gießen",260610315,772611000,2,Licher Straße,106,35394,Gießen,+49641-4030,albrecht.trenker@vitos.de,238,3100,454,0,106,Vitos Gießen-Marburg gemeinnützige GmbH,öffentlich,Ja,Justus-Liebig-Universität Gießen,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,7,"Tagesklinik; Allgemeine Psychiatrie, Stationsäquivalente Behandlung in der Privatwohnung; Allgemeine Psychiatrie / Gerontopsychiatrie / Abhängigkeitserkrankungen; Psychosomatik; Psychosomatik Tagesklinik; Stationsäquivalente Behandlung im Pflegeheim; Allgemeine Psychiatrie, Stationsäquivalente Behandlung in weiteren Wohnformen",,AA10,http://www.vitos-giessen-marburg.de,http://www.vitos-giessen-marburg.de,
"Vitos Klinikum Gießen-Marburg, Standort Marburg",260610315,772612000,2,Cappeler Straße,98,35039,Marburg,+496421-4040,Albrecht.trenker@vitos.de,174,1929,379,0,79,Vitos Gießen-Marburg gemeinnützige GmbH,öffentlich,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,10,"Allgemeine Psychiatrie / Gerontopsychiatrie / Abhängigkeitserkrankungen; Allgemeine Psychiatrie, Stationsäquivalente Behandlung in der Privatwohnung; Allgemeine Psychiatrie, Stationsäquivalente Behandlung im Pflegeheim; Tagesklinik Erwachsenenpsychiatrie; Vitos Kinder- und Jugendklinik für psychische Gesundheit Marburg.; Vitos Kinder- und Jugendkliniktagesklinik für psychische Gesundheit Marburg; Stationsäquivalente Behandlung in einer weiteren Wohnform; Kinder- und Jugendpsychiatrie, Stationsäquivalente Behandlung in der Privatwohnung; Kinder- und Jugendpsychiatrie, Stationsäquivalente Behandlung im Pflegeheim; Kinder- und Jugendpsychiatrie, Stationsäquivalente Behandlung in weiteren Wohnformen",,AA10,http://www.vitos-giessen-marburg.de,http://www.vitos-giessen-marburg.de,
St. Josefs Krankenhaus Balserische Stiftung,260610337,,1,Wilhelmstraße,7,35392,Gießen,+49641-7002-0,info@jokba.de,254,11080,207,7735,0,TGE - gTrägergesellschaft mbH für die Einrichtungen der Schwestern vom Göttlichen Erlöser (Niederbronner Schwestern) Provinz Deutschland mit Sitz in Neumarkt in der Oberpfalz - Balserische Stiftung mit Sitz in Gießen,freigemeinnützig,Ja,Justus-Liebig-Universität Gießen,,ja,nein,Nein,Ja,Nein,Nein,Nein,Ja,Nein,Nein,Ja,7,"Geriatrie inklusive Alterstraumatologie und Tagesklinik; Hals-, Nasen-, Ohrenheilkunde; Frauenheilkunde und Geburtshilfe; Orthopädie; Innere Medizin und Intensivmedizin; Chirurgie; Anästhesie und operative Intensivmedizin",,AA68; AA50; AA33; AA14; AA22; AA08; AA15,http://jokba.de,http://www.jokba.de,
Sana Klinikum Offenbach GmbH,260610359,,1,Starkenburgring,66,63069,Offenbach,+4969-84050,info-sof@sana.de,897,36149,1749,90910,0,Sana Kliniken AG,privat,Ja,Johann Wolfgang Goethe-Universität Frankfurt am Main,,nein,ja,Ja,Ja,Nein,Ja,Ja,Ja,Ja,Ja,Nein,28,"Medizinische Klinik I - Klinik für Kardiologie, Internistische Intensivmedizin und Allgemeine Innere Medizin; Medizinische Klinik III - Klinik für Nieren-, Bluthochdruck und Rheumaerkrankungen; Medizinische Klinik IV - Klinik für Hämatologie und Internistische Onkologie; Medizinische Klinik II - Klinik für Gastroenterologie, Gastrointestinale Onkologie und Interventionelle Endoskopie; Medizinische Klinik V - Klinik für Pneumologie; Klinik für Kinder- und Jugendmedizin, Perinatalzentrum Level I; Kinderchirurgie; Chirurgische Klinik I - Allgemein- und Viszeralchirurgie; Chirurgische Klinik IV - Gefäßchirurgie und Gefäßzentrum; Chirurgische Klinik VII - Thoraxchirurgie; Chirurgische Klinik V - Adipositaszentrum, Adipositas Chirurgie und Metabolische Chirurgie; Neurochirurgische Klinik und Ambulanz; Chirurgische Klinik III - Plastische und Ästhetische Chirurgie, Handchirurgie, Zentrum für Schwerbrandverletzte; Klinik für Urologie und Kinderurologie; Chirurgische Klinik VI - Wirbelsäulenorthopädie und Rekonstruktive Orthopädie; Chirurgische Klinik II - Unfallchirurgie und Orthopädische Chirurgie; Klinik für Gynäkologie und Geburtshilfe; Belegabteilung - Hals-, Nasen-, Ohrenheilkunde; Neurologische Klinik; Klinik für Psychiatrie und Psychotherapie; Strahlenklinik, Radioonkologie, Medizinische Physik; Klinik für Mund-, Kiefer-, Gesichtschirurgie; Klinik für Anästhesiologie, Intensivmedizin und Schmerztherapie; Klinik für Palliativmedizin; Zentralinstitut für Diagnostische und Interventionelle Radiologie, Neuroradiologie und Nuklearmedizin; Krankenhausapotheke; Institut für Pathologie; Klinik für Interdisziplinäre Notfallmedizin",,AA23; AA22; AA47; AA33; AA32; AA57; AA18; AA08; AA38; AA01; AA14; AA43; AA10; AA30; AA50; AA69; AA70; AA72; AA15; AA71,https://www.sana.de/offenbach,https://www.sana.de/offenbach,https://www.sana.de
Ketteler Krankenhaus,260610360,,1,Lichtenplattenweg 85,85,63071,Offenbach,+4969-85050,info@ketteler-krankenhaus.de,278,13436,159,1896,0,"Ketteler Krankenhaus gGmbH
Lichtenplattenweg 85
63071 Offenbach",freigemeinnützig,Ja,Universitätsklinikum Frankfurt am Main,,nein,nein,Nein,Nein,Nein,Nein,Ja,Ja,Nein,Nein,Ja,10,"Allgemeine-, Viszeral-, Thorax- und Gefäßchirurgie; Innere Medizin; Geriatrie - Klinik für Akutgeriatrie und geriatrische Frührehabilitation; Frauenheilkunde und Geburtshilfe; Klinik für Anästhesie und Intensivmedizin; Radiologie; Hals-, Nasen-, Ohrenheilkunde; Innere Medizin/Schwerpunkt Kardiologie; Innere Medizin/Schwerpunkt Gastroenterologie; Innere Medizin/Schwerpunkt Pneumologie",,AA57; AA01; AA08; AA14; AA23; AA38; AA69; AA21; AA15; AA47; AA33; AA32,https://www.ketteler-krankenhaus.de,https://www.ketteler-krankenhaus.org/,
Dr. Frühauf Klinik e.K.,260610371,,1,Scheffelstr.,83,63071,Offenbach,+4969-850010,info@klinik-dr-fruehauf.de,36,1286,0,0,0,Dr. Frühauf Klinik e.K.,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Importierte Fachabteilung 1,,,https://www.klinik-dr-fruehauf.de,https://www.klinik-dr-fruehauf.de,
Helios Wilhelm Fresenius Klinik Wiesbaden GmbH,260610393,773141000,2,Aukammallee,39,65191,Wiesbaden,+49611-4360,nami.toksun@helios-gesundheit.de,40,176,61,654,0,Helios Wilhelm Fresenius Klinik Wiesbaden GmbH,öffentlich,Ja,"Johannes Gutenberg-Universität, Mainz",,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,1,Klinik und Tagesklinik für Psychosomatische Medizin und Psychotherapie,,,https://www.helios-gesundheit.de,http://www.helios-gesundheit.de,
Helios Dr. Horst-Schmidt Kliniken Wiesbaden GmbH,260610393,773371000,2,Ludwig-Erhard-Straße,100,65199,Wiesbaden,+49611-432515,Nami.toksun@helios-gesundheit.de,730,36426,784,96875,0,Helios Dr. Horst Schmidt Kliniken Wiesbaden GmbH,öffentlich,Ja,"Johannes Gutenberg-Universität, Mainz",,nein,ja,Ja,Ja,Ja,Ja,Ja,Ja,Nein,Ja,Nein,27,"IM I: Kardiologie und konservative Intensivmedizin; IM IV: Rheumatologie & Nephrologie; IM III: Hämatologie, Onkologie, Palliativmedizin; IM II: Gastroenterologie, Hepatologie und Endokrinologie; IM V: Pneumologie; IM IV: Rheumatologie & Nephrologie; Klinik für Kinder und Jugendliche, SPZ, Tagesklinik für Kinder und Jugendliche; Neonatologie/Perinatalzentrum Level 1; Klinik für Allgemein- und Viszeralchirurgie; Klinik für Unfall-, Hand- und Orthopädische Chirurgie; Klinik für Neurochirurgie; Klinik für Gefäßmedizin; Klinik für Thoraxchirurgie; Klinik für Urologie und Kinderurologie; Klinik für Gynäkologie und gynäkologische Onkologie,Klinik für Geburtshilfe und Pränatalmedizin; Klinik für Hals-, Nasen-, Ohrenheilkunde, Kopf- und Halschirurgie; Klinik für Augenheilkunde; Klinik für Neurologie; Neurologie/Schwerpunkt Schlaganfallpatienten (Stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG); Klinik und Tagesklinik für Psychiatrie und Psychotherapie; Klinik und Tagesklinik für Dermatologie und Allergologie, Hauttumorzentrum; Klinik für Mund-Kiefer- Gesichtschirurgie; Klinik für Intensivmedizin; Institut für Pathologie und Zytologie (IPZ); Klinik für Anästhesie, Rettungsmedizin und Schmerztherapie; Radiologie; Palliativmedizin",,AA30; AA01; AA22; AA32; AA38; AA23; AA10; AA33; AA43; AA50; AA21; AA15; AA47; AA57; AA08; AA26; AA14; AA69; AA70; AA71,https://www.helios-gesundheit.de/kliniken/wiesbaden-hsk,http://www.helios-kliniken.de/klinik/wiesbaden-hsk.html,
Asklepios Paulinen Klinik,260610428,773035000,2,Geisenheimer Strasse,10,65197,Wiesbaden,+49611-847-2002,wiesbaden@asklepios.com,0,0,158,0,0,Asklepios Klinik Wiesbaden GmbH,privat,Ja,Johannes Gutenberg Universität Mainz,,ja,ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,1,Geriatrische Tagesklinik,,,https://www.asklepios.com/wiesbaden/,https://www.asklepios.com/wiesbaden/experten/geriatrie/,
Asklepios Paulinen Klinik,260610428,773037000,2,Geisenheimer Straße,10,65197,Wiesbaden,+49611-847-2100,wiesbaden@asklepios.com,303,12795,150,26644,1,Asklepios Klinik Wiesbaden GmbH,privat,Ja,Johannes Gutenberg Universität Mainz,,ja,ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Ja,11,"Allgemeinchirurgie; Geriatrie; Innere Medizin; Frauenheilkunde und Geburtshilfe; Innere Medizin/Schwerpunkt Gastroenterologie; Neurologische Frührehabilitation; Orthopädie/Schwerpunkt Chirurgie; Unfallchirurgie; Urologie; Wirbelsäulenchirurgie; Belegabteilung Hals-, Nasen- und Ohrenheilkunde",,AA09; AA21; AA23; AA57; AA38; AA33; AA50; AA43; AA22; AA10; AA08; AA32; AA15; AA72; AA14; AA30; AA18; AA68; AA47,https://www.asklepios.com/wiesbaden/,http://www.asklepios.com/wiesbaden,
St. Josefs-Hospital Wiesbaden GmbH,260610439,,1,Beethovenstr.,20,65189,Wiesbaden,+49611-177-0,info@joho.de,513,25257,0,44004,0,St. Josefs-Hospital Wiesbaden GmbH,freigemeinnützig,Ja,Johannes Gutenberg-Universität Mainz,,nein,nein,Ja,Ja,Nein,Ja,Nein,Ja,Nein,Nein,Nein,16,"Anästhesie; Allgemein- u. Viszeralchirurgie; Gynäkologie; Geburtshilfe; Gastroenterologie (Med. Klinik 2); Gefäßmedizin; Hals, -Nasen, Ohrenheilkunde; Intensivmedizin; Kardiologie (Med. Klinik 1); Koloproktologie; Onkologie (Med. Klinik 3); Orthopädie; Palliativmedizin (Med. Klinik 3); Unfallchirurgie; Wirbelsäulenzentrum; Neurologie",,AA01; AA08; AA10; AA14; AA15; AA22; AA23; AA30; AA32; AA33; AA38; AA43; AA47; AA50; AA57; AA69; AA71; AA72,http://www.joho.de,http://www.joho.de,
DKD Helios Klinik Wiesbaden GmbH,260610473,,1,Aukammallee,33,65191,Wiesbaden,+49611-577314,pa@dkd-wiesbaden.de,136,4760,2113,20478,0,DKD Helios Klinik Wiesbaden GmbH,öffentlich,Ja,Johann Wolfgang Goethe-Universität Frankfurt am Main,,nein,nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,6,"Fachbereich Chirurgie - Koloproktologie (Visceralchirurgie), Gefäßchirurgie, Wirbelsäulenchirurgie, Endokrine Chirurgie, Orthopädie, Plastische Chirurgie; Fachbereich Hals-, Nasen-, Ohrenheilkunde; Fachbereich Neurologie; Anästhesie; Dialyse,Gynäkologie, Nuklearmedizin, Gastroenterologie; Innere Medizin: Endokrinologie und Diabetologie, Rheumatologie, Schlafmedizin und Dermatologie,",,AA10; AA43; AA14; AA50; AA22; AA23; AA26; AA57; AA30; AA32; AA33; AA08,https://www.helios-gesundheit.de/kliniken/wiesbaden-dkd/,https://www.helios-gesundheit.de/kliniken/wiesbaden-dkd/,
HELIOS Aukamm-Klinik Wiesbaden GmbH,260610509,,1,Leibnizstraße,21,65191,Wiesbaden,+49611-5720,info@aukammklinik.de,57,779,0,56,0,HELIOS Aukamm-Klinik Wiesbaden GmbH,privat,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,1,Orthopädie,,,,https://www.helios-gesundheit.de/standorte-angebote/kliniken/wiesbaden-aukamm/,
Vitos Klinikum Heppenheim,260610565,773561000,1,Viernheimer Strasse,4,64646,Heppenheim,+496252-160,info@vitos-suedhessen.de,206,2492,249,9192,53,Vitos Südhessen gemeinnützige GmbH – eine Gesellschaft der Vitos gemeinnützige GmbH – ein Unternehmen des LWV Hessen,öffentlich,Nein,,,nein,nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Ja,Nein,5,"Allgemeinpsychiatrie; Allg. Psychiatrie/Tagesklinik; Allgemeine Psychiatrie, Stationsäquivalente Behandlung in der Privatwohnung; Psychosomatik/ Tagesklinik; Psychosomatik",,AA10,http://www.vitos-suedhessen.de,http://www.vitos-heppenheim.de,
